NETWORK,station,LOC_NAME,CHANNEL,DATE,FILENAME
SL,LJU,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/SL.LJU..HHZ__20240619T000000Z__20240620T000000Z.mseed
SL,ROBS,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/SL.ROBS..HHZ__20240619T000000Z__20240620T000000Z.mseed
SL,VNDS,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/SL.VNDS..HHZ__20240619T000000Z__20240620T000000Z.mseed
SL,MOZS,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/SL.MOZS..HHZ__20240619T000000Z__20240620T000000Z.mseed
SL,SKDS,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/SL.SKDS..HHZ__20240619T000000Z__20240620T000000Z.mseed
SL,VOJS,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/SL.VOJS..HHZ__20240619T000000Z__20240620T000000Z.mseed
2Y,A300A,,HHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/2Y.A300A..HHE__20240619T000000Z__20240620T000000Z.mseed
IT,CHF,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CHF..HGZ__20240619T000000Z__20240620T000000Z.mseed
2Y,A300A,,HHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/2Y.A300A..HHN__20240619T000000Z__20240620T000000Z.mseed
IT,CLA,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CLA..HNE__20240619T000000Z__20240620T000000Z.mseed
2Y,A300A,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/2Y.A300A..HHZ__20240619T000000Z__20240620T000000Z.mseed
IT,CLA,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CLA..HNN__20240619T000000Z__20240620T000000Z.mseed
2Y,A301A,,HHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/2Y.A301A..HHE__20240619T000000Z__20240620T000000Z.mseed
2Y,A301A,,HHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/2Y.A301A..HHN__20240619T000000Z__20240620T000000Z.mseed
2Y,A301A,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/2Y.A301A..HHZ__20240619T000000Z__20240620T000000Z.mseed
2Y,A302A,,HHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/2Y.A302A..HHE__20240619T000000Z__20240620T000000Z.mseed
2Y,A302A,,HHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/2Y.A302A..HHN__20240619T000000Z__20240620T000000Z.mseed
IT,AVI,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.AVI..HNN__20240619T000000Z__20240620T000000Z.mseed
2Y,A302A,,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/2Y.A302A..HHZ__20240619T000000Z__20240620T000000Z.mseed
EV,ED06,01,HHE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/EV.ED06.01.HHE__20240619T000000Z__20240620T000000Z.mseed
IT,AVI,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.AVI..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CLA,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CLA..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,AVS,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.AVS..HNE__20240619T000000Z__20240620T000000Z.mseed
EV,ED06,01,HHN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/EV.ED06.01.HHN__20240619T000000Z__20240620T000000Z.mseed
IT,CMO,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CMO..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,AVS,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.AVS..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CMO,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CMO..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,AVS,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.AVS..HNZ__20240619T000000Z__20240620T000000Z.mseed
EV,ED06,01,HHZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/EV.ED06.01.HHZ__20240619T000000Z__20240620T000000Z.mseed
IT,CMO,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CMO..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,BLL,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BLL..HNE__20240619T000000Z__20240620T000000Z.mseed
HA,CHIE,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/HA.CHIE..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,CNG,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CNG..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,BLL,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BLL..HNN__20240619T000000Z__20240620T000000Z.mseed
HA,CHIE,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/HA.CHIE..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CNG,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CNG..HGN__20240619T000000Z__20240620T000000Z.mseed
HA,CHIE,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/HA.CHIE..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,BLL,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BLL..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CNG,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CNG..HGZ__20240619T000000Z__20240620T000000Z.mseed
HA,INVI,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/HA.INVI..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,BLZN,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BLZN..HNE__20240619T000000Z__20240620T000000Z.mseed
HA,INVI,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/HA.INVI..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CNT,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CNT..HNE__20240619T000000Z__20240620T000000Z.mseed
HA,INVI,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/HA.INVI..HNZ__20240619T000000Z__20240620T000000Z.mseed
HA,TARV,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/HA.TARV..HNE__20240619T000000Z__20240620T000000Z.mseed
HA,TARV,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/HA.TARV..HNN__20240619T000000Z__20240620T000000Z.mseed
HA,TARV,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/HA.TARV..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CNT,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CNT..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,BLZN,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BLZN..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,ALF,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ALF..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,CNT,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CNT..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,BLZN,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BLZN..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,ALF,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ALF..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,BNO,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BNO..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,CPC,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CPC..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,ALF,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ALF..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,BNO,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BNO..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CPC,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CPC..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,BNO,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BNO..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,APR,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.APR..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,CPC,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CPC..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,APR,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.APR..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,CRD,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CRD..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,BOZL,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BOZL..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,APR,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.APR..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,ARG,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ARG..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,CRD,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CRD..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,BOZL,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BOZL..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,ARG,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ARG..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CRD,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CRD..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,ARG,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ARG..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,BOZL,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BOZL..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CRP,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CRP..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,AVI,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.AVI..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,CRP,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CRP..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,DANT,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.DANT..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,CRP,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CRP..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,BRA,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BRA..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,DANT,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.DANT..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CSP,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CSP..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,BRA,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BRA..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,DANT,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.DANT..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CSP,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CSP..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,BRA,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BRA..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,DRN,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.DRN..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,CSP,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CSP..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,DRN,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.DRN..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,BRC,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BRC..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,DRN,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.DRN..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CST,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CST..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,BRC,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BRC..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,CST,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CST..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,BRC,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BRC..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,CST,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CST..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,DSG,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.DSG..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,BRSA,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BRSA..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,BRSA,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BRSA..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,CVD,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CVD..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,BRSA,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BRSA..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,DSG,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.DSG..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,BSG,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BSG..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,DSG,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.DSG..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,CVD,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CVD..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,BSG,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BSG..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CVD,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CVD..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,FAG,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FAG..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,BSG,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.BSG..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CVF,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CVF..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,FAG,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FAG..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CVF,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CVF..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,FAG,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FAG..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CVF,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CVF..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,FDS,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FDS..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,MAJ,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MAJ..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CDN,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CDN..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,FDS,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FDS..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,MAJ,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MAJ..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CDN,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CDN..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,FDS,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FDS..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,MDC,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MDC..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,FIC,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FIC..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,CDN,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CDN..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,MDC,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MDC..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,FIC,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FIC..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,CHF,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CHF..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,MDC,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MDC..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,FIC,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FIC..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,CHF,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.CHF..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,MLBT,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MLBT..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,OVAR,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.OVAR..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,MLBT,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MLBT..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,FLP,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FLP..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,PAS,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PAS..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,FLP,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FLP..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,PAS,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PAS..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,MLBT,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MLBT..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,FLP,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.FLP..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,PAS,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PAS..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,GAI,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.GAI..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,MLC,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MLC..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,GAI,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.GAI..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,PLZA,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PLZA..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,MLC,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MLC..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,GAI,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.GAI..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,PLZA,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PLZA..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,ISD,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ISD..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,PLZA,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PLZA..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,MLC,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MLC..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,ISD,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ISD..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,PNAL,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PNAL..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,PNAL,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PNAL..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,MNOV,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MNOV..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,ISD,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.ISD..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,PNAL,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PNAL..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,MNOV,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MNOV..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,PON,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PON..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,LTSN,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.LTSN..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,LTSN,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.LTSN..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,MNOV,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MNOV..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,LTSN,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.LTSN..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,PON,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PON..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,MNS,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MNS..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,MAI,,HGE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MAI..HGE__20240619T000000Z__20240620T000000Z.mseed
IT,PON,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PON..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,MNS,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MNS..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,MAI,,HGN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MAI..HGN__20240619T000000Z__20240620T000000Z.mseed
IT,PSR,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PSR..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,MNS,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MNS..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,MAI,,HGZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MAI..HGZ__20240619T000000Z__20240620T000000Z.mseed
IT,PSR,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PSR..HNN__20240619T000000Z__20240620T000000Z.mseed
IT,MOV,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MOV..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,MAJ,,HNE,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MAJ..HNE__20240619T000000Z__20240620T000000Z.mseed
IT,PSR,,HNZ,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.PSR..HNZ__20240619T000000Z__20240620T000000Z.mseed
IT,MOV,,HNN,2024-06-19,/Volumes/Expansion/KEN/waveforms/2024/06/19/IT.MOV..HNN__20240619T000000Z__20240620T000000Z.mseed
